HQ,built_threat,quartile
0.7758974432945251,0.2098086029291153,Q1 (lowest)
0.7659509181976318,0.27901142835617065,Q1 (lowest)
0.7608029246330261,0.3513147532939911,Q1 (lowest)
0.7499552965164185,0.40540555119514465,Q1 (lowest)
0.7480177879333496,0.4120384156703949,Q1 (lowest)
0.744629979133606,0.4233448803424835,Q1 (lowest)
0.675717830657959,0.563929557800293,Q2
0.6315426230430603,0.6457857489585876,Q2
0.7261984944343567,0.4746047556400299,Q1 (lowest)
0.6686963438987732,0.5812907218933105,Q2
0.6350448727607727,0.6522021293640137,Q2
0.5780351758003235,0.763888418674469,Q3
0.5927658081054688,0.7214349508285522,Q2
0.540672242641449,0.7968922853469849,Q3
0.6459841132164001,0.5892571210861206,Q2
0.5845093131065369,0.7169095873832703,Q2
0.5715546011924744,0.7471233010292053,Q3
0.5444755554199219,0.7997888326644897,Q3
0.595837414264679,0.6780229210853577,Q2
0.585308313369751,0.7555475234985352,Q3
0.6035005450248718,0.6621397733688354,Q2
0.5033565163612366,0.854383647441864,Q4 (highest)
0.5288596153259277,0.8261805176734924,Q3
0.46601200103759766,0.9385421276092529,Q4 (highest)
0.5761945247650146,0.7637102603912354,Q3
0.48512107133865356,0.9045772552490234,Q4 (highest)
0.4785693287849426,0.911685049533844,Q4 (highest)
0.469650000333786,0.9307215809822083,Q4 (highest)
0.496446430683136,0.877429187297821,Q4 (highest)
0.6534743309020996,0.614584743976593,Q2
0.6584356427192688,0.5786141753196716,Q2
0.5556055903434753,0.789994478225708,Q3
0.48989325761795044,0.8919497728347778,Q4 (highest)
0.577325701713562,0.726793110370636,Q2
0.6298347115516663,0.6669440865516663,Q2
0.507610023021698,0.8643630146980286,Q4 (highest)
0.6470443606376648,0.5970377326011658,Q2
0.7031214237213135,0.446026086807251,Q1 (lowest)
0.7147331833839417,0.43597105145454407,Q1 (lowest)
0.7523561120033264,0.3678140342235565,Q1 (lowest)
0.7118974328041077,0.41703924536705017,Q1 (lowest)
0.6335805058479309,0.6037696599960327,Q2
0.5006427764892578,0.8741092085838318,Q4 (highest)
0.5014838576316833,0.8741092085838318,Q4 (highest)
0.5568483471870422,0.7535267472267151,Q3
0.46843409538269043,0.936711847782135,Q4 (highest)
0.5754473805427551,0.7437736392021179,Q3
0.6541098952293396,0.5746637582778931,Q2
0.713256299495697,0.427348256111145,Q1 (lowest)
0.7486991882324219,0.31524741649627686,Q1 (lowest)
0.7161502242088318,0.43153178691864014,Q1 (lowest)
0.6329979300498962,0.6142675280570984,Q2
0.5852590799331665,0.7058799266815186,Q2
0.7140334844589233,0.5023535490036011,Q1 (lowest)
0.7482172250747681,0.3502832353115082,Q1 (lowest)
0.6533452272415161,0.5610413551330566,Q2
0.5495595932006836,0.7759168744087219,Q3
0.5404329299926758,0.7944848537445068,Q3
0.6430478096008301,0.575120747089386,Q2
0.5824475288391113,0.7014747262001038,Q2
0.5282610654830933,0.8083644509315491,Q3
0.6081476807594299,0.6515318155288696,Q2
0.6884632706642151,0.48566901683807373,Q1 (lowest)
0.7347615361213684,0.3451724648475647,Q1 (lowest)
0.7673770785331726,0.2773168683052063,Q1 (lowest)
0.7855527400970459,0.2376512587070465,Q1 (lowest)
0.7909819483757019,0.1999579519033432,Q1 (lowest)
0.7929494976997375,0.17720742523670197,Q1 (lowest)
0.7718225717544556,0.2509259879589081,Q1 (lowest)
0.6962141394615173,0.47083714604377747,Q1 (lowest)
0.6771223545074463,0.5757097601890564,Q2
