HQ,class_code,LULC,Hj
0.7312409281730652,2,Forest,0.8
0.6356832981109619,2,Forest,0.8
0.6254416704177856,2,Forest,0.8
0.576572597026825,2,Forest,0.8
0.525719940662384,2,Forest,0.8
0.5402202010154724,2,Forest,0.8
0.549820601940155,2,Forest,0.8
0.5571470260620117,2,Forest,0.8
0.7328128814697266,2,Forest,0.8
0.6648651957511902,2,Forest,0.8
0.6592345237731934,2,Forest,0.8
0.613744854927063,2,Forest,0.8
0.6391814351081848,2,Forest,0.8
0.6151242852210999,2,Forest,0.8
0.4864853024482727,2,Forest,0.8
0.5749073028564453,2,Forest,0.8
0.6814004778862,2,Forest,0.8
0.73615562915802,2,Forest,0.8
0.6671695709228516,2,Forest,0.8
0.5955861806869507,2,Forest,0.8
0.21321073174476624,1,Cropland,0.3
0.5968952178955078,2,Forest,0.8
0.6971331834793091,2,Forest,0.8
0.7336838245391846,2,Forest,0.8
0.7317351698875427,2,Forest,0.8
0.6904992461204529,2,Forest,0.8
0.5921014547348022,2,Forest,0.8
0.5771844983100891,2,Forest,0.8
0.4899507462978363,2,Forest,0.8
0.5461007356643677,2,Forest,0.8
0.621340274810791,2,Forest,0.8
0.6156730055809021,2,Forest,0.8
0.6198118329048157,2,Forest,0.8
0.6965075135231018,2,Forest,0.8
0.7354719638824463,2,Forest,0.8
0.717037558555603,2,Forest,0.8
0.632978618144989,2,Forest,0.8
0.5306336283683777,2,Forest,0.8
0.4831162095069885,2,Forest,0.8
0.5633921027183533,2,Forest,0.8
0.6982522010803223,2,Forest,0.8
0.7178318500518799,2,Forest,0.8
0.4934033453464508,2,Forest,0.8
0.5336155295372009,2,Forest,0.8
0.5003137588500977,2,Forest,0.8
0.4764682352542877,2,Forest,0.8
0.6685928702354431,2,Forest,0.8
0.5693009495735168,2,Forest,0.8
0.5085934996604919,2,Forest,0.8
0.21392516791820526,1,Cropland,0.3
0.5260912179946899,2,Forest,0.8
0.7458176016807556,2,Forest,0.8
0.6848825812339783,2,Forest,0.8
0.578534722328186,2,Forest,0.8
0.6109520792961121,2,Forest,0.8
0.6903233528137207,2,Forest,0.8
0.7271057963371277,2,Forest,0.8
0.6810611486434937,2,Forest,0.8
0.5814020037651062,2,Forest,0.8
0.5743131637573242,2,Forest,0.8
0.6517583727836609,2,Forest,0.8
0.7069123387336731,2,Forest,0.8
0.7375495433807373,2,Forest,0.8
0.7294401526451111,2,Forest,0.8
0.2731032073497772,1,Cropland,0.3
0.24173866212368011,1,Cropland,0.3
0.5376818776130676,2,Forest,0.8
0.5164633393287659,2,Forest,0.8
0.23004229366779327,1,Cropland,0.3
0.609686017036438,2,Forest,0.8
0.7006196975708008,2,Forest,0.8
0.7044390439987183,2,Forest,0.8
0.7199985384941101,2,Forest,0.8
0.7099714279174805,2,Forest,0.8
0.7066202163696289,2,Forest,0.8
0.6867830157279968,2,Forest,0.8
0.6450047492980957,2,Forest,0.8
0.5194708108901978,2,Forest,0.8
0.5744156837463379,2,Forest,0.8
0.6085830926895142,2,Forest,0.8
0.5988481640815735,2,Forest,0.8
0.6024601459503174,2,Forest,0.8
0.7039782404899597,2,Forest,0.8
0.7341874241828918,2,Forest,0.8
0.5081931352615356,2,Forest,0.8
0.23124518990516663,1,Cropland,0.3
0.23950953781604767,1,Cropland,0.3
0.5183677673339844,2,Forest,0.8
0.5121300220489502,2,Forest,0.8
0.7140554189682007,2,Forest,0.8
0.617558479309082,2,Forest,0.8
0.5250915288925171,2,Forest,0.8
0.44798728823661804,2,Forest,0.8
0.2169010490179062,1,Cropland,0.3
0.21908888220787048,1,Cropland,0.3
0.5054053664207458,2,Forest,0.8
0.544667661190033,2,Forest,0.8
0.7648813128471375,2,Forest,0.8
0.7359169125556946,2,Forest,0.8
0.6759220361709595,2,Forest,0.8
0.6810702085494995,2,Forest,0.8
0.7318291068077087,2,Forest,0.8
0.7377792000770569,2,Forest,0.8
0.6579045653343201,2,Forest,0.8
0.5292163491249084,2,Forest,0.8
0.5277660489082336,2,Forest,0.8
0.5624344348907471,2,Forest,0.8
0.6416746973991394,2,Forest,0.8
0.7124976515769958,2,Forest,0.8
0.7408944964408875,2,Forest,0.8
0.6893607974052429,2,Forest,0.8
0.5930671095848083,2,Forest,0.8
0.21533218026161194,1,Cropland,0.3
0.4723115861415863,2,Forest,0.8
0.6055301427841187,2,Forest,0.8
0.6846756935119629,2,Forest,0.8
0.7292395234107971,2,Forest,0.8
0.7414306998252869,2,Forest,0.8
0.6756278872489929,2,Forest,0.8
0.5959240198135376,2,Forest,0.8
0.5964273810386658,2,Forest,0.8
0.6701996922492981,2,Forest,0.8
0.7176328301429749,2,Forest,0.8
0.6823510527610779,2,Forest,0.8
0.6715866923332214,2,Forest,0.8
0.5569953322410583,2,Forest,0.8
0.4763199985027313,2,Forest,0.8
0.24367691576480865,1,Cropland,0.3
0.660793125629425,2,Forest,0.8
0.7371217608451843,2,Forest,0.8
0.7815448045730591,2,Forest,0.8
0.7914265990257263,2,Forest,0.8
0.7881631255149841,2,Forest,0.8
0.7734186053276062,2,Forest,0.8
0.6645984053611755,2,Forest,0.8
0.5398006439208984,2,Forest,0.8
0.22332073748111725,1,Cropland,0.3
0.22059224545955658,1,Cropland,0.3
0.21392516791820526,1,Cropland,0.3
0.5725606083869934,2,Forest,0.8
0.21996024250984192,1,Cropland,0.3
0.6959366202354431,2,Forest,0.8
0.6363210082054138,2,Forest,0.8
0.5839353799819946,2,Forest,0.8
0.5362803339958191,2,Forest,0.8
0.4609792232513428,2,Forest,0.8
0.5318264365196228,2,Forest,0.8
0.46041399240493774,2,Forest,0.8
0.23247316479682922,1,Cropland,0.3
0.216337651014328,1,Cropland,0.3
0.49660778045654297,2,Forest,0.8
0.5709596872329712,2,Forest,0.8
0.4849611222743988,2,Forest,0.8
0.5836189389228821,2,Forest,0.8
0.6114416122436523,2,Forest,0.8
0.6779135465621948,2,Forest,0.8
0.7289506793022156,2,Forest,0.8
0.704595685005188,2,Forest,0.8
0.6905055046081543,2,Forest,0.8
0.748768150806427,2,Forest,0.8
0.7699311375617981,2,Forest,0.8
0.7772021293640137,2,Forest,0.8
0.7584447264671326,2,Forest,0.8
0.7541823387145996,2,Forest,0.8
0.7163611650466919,2,Forest,0.8
0.7053037881851196,2,Forest,0.8
0.7119501829147339,2,Forest,0.8
0.2802893817424774,1,Cropland,0.3
0.6089338660240173,2,Forest,0.8
0.22489584982395172,1,Cropland,0.3
0.526828944683075,2,Forest,0.8
0.5732062458992004,2,Forest,0.8
0.6705726981163025,2,Forest,0.8
0.7313374876976013,2,Forest,0.8
0.7087892293930054,2,Forest,0.8
0.6549345254898071,2,Forest,0.8
0.5682565569877625,2,Forest,0.8
0.5508137941360474,2,Forest,0.8
0.5828899145126343,2,Forest,0.8
0.6785393953323364,2,Forest,0.8
0.7416719794273376,2,Forest,0.8
0.7459891438484192,2,Forest,0.8
0.6564328074455261,2,Forest,0.8
0.5213027000427246,2,Forest,0.8
0.5355289578437805,2,Forest,0.8
0.689030647277832,2,Forest,0.8
0.7519320249557495,2,Forest,0.8
0.7431551218032837,2,Forest,0.8
0.713363528251648,2,Forest,0.8
0.6819864511489868,2,Forest,0.8
0.6251806616783142,2,Forest,0.8
0.6423192024230957,2,Forest,0.8
0.7132698893547058,2,Forest,0.8
0.7423107624053955,2,Forest,0.8
0.7654525637626648,2,Forest,0.8
0.7883041501045227,2,Forest,0.8
0.7919098734855652,2,Forest,0.8
0.7897776961326599,2,Forest,0.8
0.7685849070549011,2,Forest,0.8
0.7731600999832153,2,Forest,0.8
0.7761180400848389,2,Forest,0.8
0.7584653496742249,2,Forest,0.8
0.741715133190155,2,Forest,0.8
0.7239255905151367,2,Forest,0.8
0.7095617055892944,2,Forest,0.8
0.6836627125740051,2,Forest,0.8
0.552421510219574,2,Forest,0.8
0.214929461479187,1,Cropland,0.3
0.5260912179946899,2,Forest,0.8
0.4646839201450348,2,Forest,0.8
0.5256447196006775,2,Forest,0.8
0.573560893535614,2,Forest,0.8
0.5117484331130981,2,Forest,0.8
0.6404067873954773,2,Forest,0.8
0.5433589816093445,2,Forest,0.8
0.548086941242218,2,Forest,0.8
0.6494686007499695,2,Forest,0.8
0.4675128161907196,2,Forest,0.8
0.5530117154121399,2,Forest,0.8
0.5396978259086609,2,Forest,0.8
0.5856561064720154,2,Forest,0.8
0.594872772693634,2,Forest,0.8
0.5628487467765808,2,Forest,0.8
0.22159446775913239,1,Cropland,0.3
0.21908888220787048,1,Cropland,0.3
0.5092544555664062,2,Forest,0.8
0.5139095783233643,2,Forest,0.8
0.5098372101783752,2,Forest,0.8
0.5546820163726807,2,Forest,0.8
0.21533218026161194,1,Cropland,0.3
0.5048114061355591,2,Forest,0.8
0.541157066822052,2,Forest,0.8
0.6695214509963989,2,Forest,0.8
0.6149974465370178,2,Forest,0.8
0.6000781655311584,2,Forest,0.8
0.6891166567802429,2,Forest,0.8
0.7284094095230103,2,Forest,0.8
0.7596802115440369,2,Forest,0.8
0.7630608677864075,2,Forest,0.8
0.7405824065208435,2,Forest,0.8
0.6757864952087402,2,Forest,0.8
0.5989096760749817,2,Forest,0.8
0.6125097274780273,2,Forest,0.8
0.27214494347572327,1,Cropland,0.3
0.6116034388542175,2,Forest,0.8
0.4938572943210602,2,Forest,0.8
0.45374950766563416,2,Forest,0.8
0.5881096720695496,2,Forest,0.8
0.680040180683136,2,Forest,0.8
0.731850802898407,2,Forest,0.8
0.7423214912414551,2,Forest,0.8
0.7081381678581238,2,Forest,0.8
0.6328938603401184,2,Forest,0.8
0.5270709991455078,2,Forest,0.8
0.5694984793663025,2,Forest,0.8
0.6940410137176514,2,Forest,0.8
0.7300350069999695,2,Forest,0.8
0.7313801646232605,2,Forest,0.8
0.6861535310745239,2,Forest,0.8
0.6204952001571655,2,Forest,0.8
0.614401638507843,2,Forest,0.8
0.681041419506073,2,Forest,0.8
0.6841906905174255,2,Forest,0.8
0.6576018333435059,2,Forest,0.8
0.7054088711738586,2,Forest,0.8
0.7151346206665039,2,Forest,0.8
0.7008115649223328,2,Forest,0.8
0.6966220736503601,2,Forest,0.8
0.7327114939689636,2,Forest,0.8
0.7599018216133118,2,Forest,0.8
0.7801423072814941,2,Forest,0.8
0.7860686779022217,2,Forest,0.8
0.7758974432945251,2,Forest,0.8
0.7659509181976318,2,Forest,0.8
0.7608029246330261,2,Forest,0.8
0.7499552965164185,2,Forest,0.8
0.7480177879333496,2,Forest,0.8
0.744629979133606,2,Forest,0.8
0.675717830657959,2,Forest,0.8
0.6315426230430603,2,Forest,0.8
0.7261984944343567,2,Forest,0.8
0.6686963438987732,2,Forest,0.8
0.6350448727607727,2,Forest,0.8
0.22131972014904022,1,Cropland,0.3
0.2222471386194229,1,Cropland,0.3
0.0,5,Built-up,0.0
0.5780351758003235,2,Forest,0.8
0.5927658081054688,2,Forest,0.8
0.21321073174476624,1,Cropland,0.3
0.540672242641449,2,Forest,0.8
0.6459841132164001,2,Forest,0.8
0.5845093131065369,2,Forest,0.8
0.5715546011924744,2,Forest,0.8
0.21996024250984192,1,Cropland,0.3
0.5444755554199219,2,Forest,0.8
0.595837414264679,2,Forest,0.8
0.585308313369751,2,Forest,0.8
0.6035005450248718,2,Forest,0.8
0.5033565163612366,2,Forest,0.8
0.5288596153259277,2,Forest,0.8
0.21391035616397858,1,Cropland,0.3
0.46601200103759766,2,Forest,0.8
0.5761945247650146,2,Forest,0.8
0.48512107133865356,2,Forest,0.8
0.4785693287849426,2,Forest,0.8
0.469650000333786,2,Forest,0.8
0.22574497759342194,1,Cropland,0.3
0.496446430683136,2,Forest,0.8
0.6534743309020996,2,Forest,0.8
0.6584356427192688,2,Forest,0.8
0.5556055903434753,2,Forest,0.8
0.48989325761795044,2,Forest,0.8
0.577325701713562,2,Forest,0.8
0.6298347115516663,2,Forest,0.8
0.2421354204416275,1,Cropland,0.3
0.507610023021698,2,Forest,0.8
0.6470443606376648,2,Forest,0.8
0.7031214237213135,2,Forest,0.8
0.7147331833839417,2,Forest,0.8
0.7523561120033264,2,Forest,0.8
0.7118974328041077,2,Forest,0.8
0.6335805058479309,2,Forest,0.8
0.5006427764892578,2,Forest,0.8
0.5014838576316833,2,Forest,0.8
0.5568483471870422,2,Forest,0.8
0.23043270409107208,1,Cropland,0.3
0.46843409538269043,2,Forest,0.8
0.5754473805427551,2,Forest,0.8
0.6541098952293396,2,Forest,0.8
0.713256299495697,2,Forest,0.8
0.7486991882324219,2,Forest,0.8
0.29393041133880615,1,Cropland,0.3
0.7161502242088318,2,Forest,0.8
0.6329979300498962,2,Forest,0.8
0.558096706867218,4,Water,0.8
0.5852590799331665,2,Forest,0.8
0.7140334844589233,2,Forest,0.8
0.7482172250747681,2,Forest,0.8
0.288392573595047,1,Cropland,0.3
0.6533452272415161,2,Forest,0.8
0.5495595932006836,2,Forest,0.8
0.5404329299926758,2,Forest,0.8
0.6430478096008301,2,Forest,0.8
0.5824475288391113,2,Forest,0.8
0.5282610654830933,2,Forest,0.8
0.6081476807594299,2,Forest,0.8
0.6884632706642151,2,Forest,0.8
0.7347615361213684,2,Forest,0.8
0.2928522229194641,1,Cropland,0.3
0.7673770785331726,2,Forest,0.8
0.7855527400970459,2,Forest,0.8
0.7909819483757019,2,Forest,0.8
0.7929494976997375,2,Forest,0.8
0.7718225717544556,2,Forest,0.8
0.29117080569267273,1,Cropland,0.3
0.6962141394615173,2,Forest,0.8
0.6771223545074463,2,Forest,0.8
0.6828597187995911,2,Forest,0.8
0.6928507089614868,2,Forest,0.8
0.6288017630577087,2,Forest,0.8
0.22159446775913239,1,Cropland,0.3
0.5619193315505981,2,Forest,0.8
0.7508582472801208,2,Forest,0.8
0.6681315302848816,2,Forest,0.8
0.5562366843223572,2,Forest,0.8
0.5021486878395081,2,Forest,0.8
0.21533218026161194,1,Cropland,0.3
0.5336646437644958,2,Forest,0.8
0.5711364150047302,2,Forest,0.8
0.6473568081855774,2,Forest,0.8
0.22627925872802734,1,Cropland,0.3
0.5497241020202637,2,Forest,0.8
0.6638453006744385,2,Forest,0.8
0.6355588436126709,2,Forest,0.8
0.5283531546592712,2,Forest,0.8
0.2185094952583313,1,Cropland,0.3
0.21870818734169006,1,Cropland,0.3
0.5594725608825684,2,Forest,0.8
0.5236643552780151,2,Forest,0.8
0.47827863693237305,2,Forest,0.8
0.21830131113529205,1,Cropland,0.3
0.5844058990478516,2,Forest,0.8
0.49346619844436646,2,Forest,0.8
0.5268041491508484,2,Forest,0.8
0.5288072228431702,2,Forest,0.8
0.214929461479187,1,Cropland,0.3
0.5896949768066406,2,Forest,0.8
0.5630912780761719,2,Forest,0.8
0.22273871302604675,1,Cropland,0.3
0.46768656373023987,2,Forest,0.8
0.6006845831871033,2,Forest,0.8
0.6700237393379211,2,Forest,0.8
0.6546927690505981,2,Forest,0.8
0.24662576615810394,1,Cropland,0.3
0.4568451941013336,2,Forest,0.8
0.49068814516067505,2,Forest,0.8
0.4971940219402313,2,Forest,0.8
0.6389627456665039,2,Forest,0.8
0.6112869381904602,2,Forest,0.8
0.6778655648231506,2,Forest,0.8
0.6144106388092041,2,Forest,0.8
0.6326261758804321,2,Forest,0.8
0.7059378027915955,2,Forest,0.8
0.7271857261657715,2,Forest,0.8
0.6720503568649292,2,Forest,0.8
0.2583222985267639,1,Cropland,0.3
0.47940006852149963,2,Forest,0.8
0.4680900573730469,2,Forest,0.8
0.5375667214393616,2,Forest,0.8
0.48627257347106934,2,Forest,0.8
0.6208966374397278,2,Forest,0.8
0.7065092921257019,2,Forest,0.8
0.7359084486961365,2,Forest,0.8
0.7701798677444458,2,Forest,0.8
0.7582300305366516,2,Forest,0.8
0.7417778372764587,2,Forest,0.8
0.671927273273468,2,Forest,0.8
0.5376787185668945,2,Forest,0.8
0.5793976783752441,2,Forest,0.8
0.6696197986602783,2,Forest,0.8
0.7324562668800354,2,Forest,0.8
0.7235092520713806,2,Forest,0.8
0.6528086066246033,2,Forest,0.8
0.544857919216156,2,Forest,0.8
0.5465598702430725,2,Forest,0.8
0.6433998346328735,2,Forest,0.8
0.572605550289154,2,Forest,0.8
0.214929461479187,1,Cropland,0.3
0.5524468421936035,2,Forest,0.8
0.6859819293022156,2,Forest,0.8
0.736027717590332,2,Forest,0.8
0.7243092060089111,2,Forest,0.8
0.7493959069252014,2,Forest,0.8
0.76909339427948,2,Forest,0.8
0.7712477445602417,2,Forest,0.8
0.7808462977409363,2,Forest,0.8
0.762719988822937,2,Forest,0.8
0.7367531657218933,2,Forest,0.8
0.6664673686027527,2,Forest,0.8
0.2428109347820282,1,Cropland,0.3
0.5237289667129517,2,Forest,0.8
0.5686635375022888,2,Forest,0.8
0.6131513714790344,2,Forest,0.8
0.5568397641181946,2,Forest,0.8
0.6068964004516602,2,Forest,0.8
0.6992434859275818,2,Forest,0.8
0.7021522521972656,2,Forest,0.8
0.7518624663352966,2,Forest,0.8
0.6722570061683655,2,Forest,0.8
0.5672513246536255,2,Forest,0.8
0.5598751306533813,2,Forest,0.8
0.5512018203735352,2,Forest,0.8
0.6633565425872803,2,Forest,0.8
0.6495466232299805,2,Forest,0.8
0.2751232385635376,1,Cropland,0.3
0.6157724261283875,2,Forest,0.8
0.6569239497184753,2,Forest,0.8
0.7085227370262146,2,Forest,0.8
0.6519308686256409,2,Forest,0.8
0.2383875995874405,1,Cropland,0.3
0.22970879077911377,1,Cropland,0.3
0.21662749350070953,1,Cropland,0.3
0.5844855904579163,2,Forest,0.8
0.5406001806259155,2,Forest,0.8
0.21065457165241241,1,Cropland,0.3
0.2092040628194809,1,Cropland,0.3
0.5076972842216492,2,Forest,0.8
0.42564868927001953,2,Forest,0.8
0.1958162486553192,1,Cropland,0.3
0.21873608231544495,1,Cropland,0.3
