x_utm,y_utm,cls
513626.0,2488316.0,0
514616.0,2488316.0,0
516596.0,2488316.0,1
517586.0,2488316.0,0
518576.0,2488316.0,0
519566.0,2488316.0,0
520556.0,2488316.0,0
521546.0,2488316.0,0
522536.0,2488316.0,0
523526.0,2488316.0,0
524516.0,2488316.0,0
525506.0,2488316.0,1
526496.0,2488316.0,1
527486.0,2488316.0,1
529466.0,2488316.0,1
530456.0,2488316.0,1
531446.0,2488316.0,1
532436.0,2488316.0,0
534416.0,2488316.0,0
535406.0,2488316.0,0
536396.0,2488316.0,0
538376.0,2488316.0,0
539366.0,2488316.0,0
540356.0,2488316.0,0
541346.0,2488316.0,0
549266.0,2488316.0,0
555206.0,2488316.0,1
556196.0,2488316.0,1
557186.0,2488316.0,1
558176.0,2488316.0,0
559166.0,2488316.0,0
560156.0,2488316.0,0
561146.0,2488316.0,1
562136.0,2488316.0,1
563126.0,2488316.0,1
564116.0,2488316.0,1
565106.0,2488316.0,1
566096.0,2488316.0,1
567086.0,2488316.0,1
568076.0,2488316.0,1
569066.0,2488316.0,1
572036.0,2488316.0,1
573026.0,2488316.0,1
574016.0,2488316.0,1
575006.0,2488316.0,1
575996.0,2488316.0,1
576986.0,2488316.0,1
577976.0,2488316.0,1
578966.0,2488316.0,1
579956.0,2488316.0,1
580946.0,2488316.0,1
581936.0,2488316.0,1
582926.0,2488316.0,1
583916.0,2488316.0,1
584906.0,2488316.0,1
585896.0,2488316.0,1
587876.0,2488316.0,0
588866.0,2488316.0,0
591836.0,2488316.0,2
596786.0,2488316.0,2
598766.0,2488316.0,2
600746.0,2488316.0,2
474026.0,2487326.0,0
475016.0,2487326.0,0
476006.0,2487326.0,0
476996.0,2487326.0,0
477986.0,2487326.0,2
478976.0,2487326.0,2
480956.0,2487326.0,0
481946.0,2487326.0,0
482936.0,2487326.0,1
483926.0,2487326.0,1
484916.0,2487326.0,0
485906.0,2487326.0,0
488876.0,2487326.0,1
489866.0,2487326.0,1
490856.0,2487326.0,1
491846.0,2487326.0,1
493826.0,2487326.0,0
494816.0,2487326.0,0
495806.0,2487326.0,0
496796.0,2487326.0,0
498776.0,2487326.0,0
499766.0,2487326.0,0
500756.0,2487326.0,0
501746.0,2487326.0,0
502736.0,2487326.0,0
503726.0,2487326.0,0
504716.0,2487326.0,0
509666.0,2487326.0,0
511646.0,2487326.0,0
